paper_forum,paper_id,title,decision,review_id,reviewer_id,summary,strengths,weaknesses,questions
GDjwSBZy6l,GDjwSBZy6l,ROLoRA: Rank Optimization  for Low-Rank Adaptation under Memory Constraints,Reject,aCoFzx0UG1,ICLR.cc/2025/Conference/Submission12044/Reviewer_vHgk,"This paper proposes ROLoRA, an iterative algorithm for optimizing rank configurations in LoRA-based fine-tuning of large language models. The key insight is adaptively adjusting ranks across different weight matrices while strictly adhering to memory constraints. The method iteratively sparsifies saturated adapters and grows underfitted ones within a Frank-Wolfe optimization framework. The authors evaluate ROLoRA on GLUE and SQUAD benchmarks using RoBERTa-base and DeBERTa-v3-base models, demonstrating improved performance over standard LoRA and AdaLoRA baselines while maintaining lower memory usage. A notable finding is that value matrices in transformer architectures require higher adaptation capacity compared to key/query matrices.","- The problem formulation effectively addresses a practical limitation of LoRA - the need to determine optimal rank configurations under strict memory constraints. However, although the problem is clearly defined, I'm not sure if it is important. Given that LoRA already works well and is simple and effective, do we need to further constrain the budget to achieve trivial improvements?
- The iterative optimization approach is theoretically grounded in the Frank-Wolfe framework, making the method more principled than heuristic alternatives.
- The empirical analysis is comprehensive, with clear ablation studies that reveal insights about the varying importance of different weight matrices.","- If I remember correctly, I have run AdaLoRA and even AdaLoRA is very time-consuming. Thus my major concern is the computational efficiency of the method. Does RoLoRA also face issues with computational overheads? Will there be detailed analysis? Given that RoLoRA's improvements over LoRA are not particularly significant, it's difficult to assess the merits of this method without detailed computational analysis. 
- I know that many LoRA works use the same experimental settings as this one, and it is convenient to make comparisons. However, I think using these models and benchmarks in 2024 might be somewhat outdated, as their behaviors may change as model capabilities continue to improve.","- Figure 1 can be further improved. For example, add legends to clarify which kinds of grids represent which kinds of matrices."
GDjwSBZy6l,GDjwSBZy6l,ROLoRA: Rank Optimization  for Low-Rank Adaptation under Memory Constraints,Reject,P3GRpBxkWW,ICLR.cc/2025/Conference/Submission12044/Reviewer_gY5x,"This paper proposes ROLoRA - a new PEFT (Parameter-Efficient Fine-Tuning) method that adjusts adapter ranks for different modules and layers under a constrained memory budget. Unlike LoRA, which applies the same rank for all adapters, but similar to AdaLoRA, ROLoRA suggests that different ranks for different modules are a better approach (confirmed by experiments). Compared to AdaLoRA, ROLoRA stays within the constrained budget during training but may increase training time (though by how much is unclear from the paper). ROLoRA is an iterative method involving pruning and then expanding ranks. The approach is tested on RoBERTa-base and DeBERTa-v3-base. Experiments show improvements over LoRA and competitive performance to AdaLoRA on the GLUE and SQuAD benchmarks.","Strengths

-Clear motivation and introduction

-Relevant problem

-New iterative framework that operates within a constrained budget throughout LLM finetuning

-Interesting analysis and insights on the importance of value matrices in finetuning","In general, I think this is a relevant problem and interesting approach. However, the biggest issue is that I would like to understand how this approach is better than AdaLoRA. Specifically, what is the increase in finetuning time introduced by ROLoRA, and how much does AdaLoRA exceed the computational budget during fine-tuning? What if we set the computational budget to be max N in AdaLoRA and exactly N in ROLoRA? How do the two algorithms compare? I would like to understand when someone would prefer to use ROLoRA, as it is a more complex algorithm (with longer fine-tuning time). I would also like to see the method’s behavior on larger models (decoder-only) and more recent tasks. Also, there is no mention of releasing code for this framework, which raises concerns about usability.

Weaknesses in points:

-Tested only on two encoder-only models and only GLUE and SQUAD benchmarks. I think that more models, possibly a larger decoder-only model, and some more recent benchmarks would be beneficial.

-The insights about value matrices are interesting, but they seem more observational than a motivating factor for ROLoRA design. In the conclusions, the value insight is highlighted as a main takeaway, but it’s only mentioned briefly in the ablation study at the end.

-The paper mentions balancing iterations and training time, but it would be helpful to see a clear analysis showing how much training time increases.

-Figure 2 could be improved to present a better side-by-side comparison (currently, it’s difficult to read).

-Table 4 shows average ranks, but a summary of parameter counts for LoRA, AdaLoRA, and ROLoRA would clarify the overall memory savings.

-The final sections of the paper are not as comprehensive as the earlier sections. The value matrix insight is introduced very quickly, and further analysis would be useful.","Questions (a few questions also in the Weaknesses section)

-How does training time increase per iteration in ROLoRA? Is it 3x normal training for 3 iterations, or is it faster?

-Given ROLoRA complexity, do you plan to release the code?

-L062-L064: Could you add citations here?

-I think this paper could benefit from a visualization of rank changes. This might offer interesting insights for future work. Is it possible to generate such a plot?

-About Frank-Wolfe framework: Could you please add more explanation of why the Frank-Wolfe framework was chosen? Can you clarify the term ""delicately designed"" (L023) in describing the Frank-Wolfe framework? Why “potential” in “potential theoretical guarantees”? Could you explain? (L024)

-How were the hyperparameters for the experiments chosen? This is not clear from the paper and may have an impact on the results."
GDjwSBZy6l,GDjwSBZy6l,ROLoRA: Rank Optimization  for Low-Rank Adaptation under Memory Constraints,Reject,zBifHCK5MA,ICLR.cc/2025/Conference/Submission12044/Reviewer_Rw6n,"The paper introduces ROLoRA, a method for optimizing adapter ranks in Low-Rank Adaptation (LoRA) to enable efficient fine-tuning of large language models within memory constraints. Unlike standard LoRA, which applies a fixed rank across all layers, ROLoRA iteratively adjusts ranks by pruning overfitted adapters and expanding under fitted ones, all within a specified memory budget. Experimental results demonstrate that ROLoRA outperforms existing methods like AdaLoRA on benchmarks such as GLUE and SQuAD, particularly by optimizing ranks for crucial weight matrices in transformer layers, such as the value matrices in attention mechanisms.","Overall, this is a good work. The algorithm is well-motivated and reasonably well-explained. The method is backed by adequate empirical evidence, with results that support the effectiveness of ROLoRA over existing approaches. In particular, the ablation study is a valuable addition, demonstrating that the rank assignments are not only adaptive but also focus on key components, such as the value matrices in attention layers, which are shown to benefit from higher ranks.","Weaknesses

1. Insufficient References in Key Claims (Lines 139-141): Certain claims in the paper are presented without adequate referencing, reducing their credibility, for instance “can often lead to a more favorable optimization landscape”.
   
2. Lack of Justification for Assumption 1: The authors assume that the SPARSIFY operator maintains memory constraints and can remove redundancy without sacrificing model performance. This assumption is pivotal to the algorithm, yet it lacks theoretical backing. Providing additional rationale here would reinforce the assumption’s validity.

3. Ambiguity in Proof of Proposition 1: The proof for Proposition 1, which posits that ROLoRA iteratively improves model performance, is not entirely convincing. The algorithm currently appears heuristic, without formal assurance that each iteration yields a performance improvement similar to the EM algorithm. A clearer proof structure or additional evidence supporting iterative improvement would strengthen this point.

4. Limited Explanation of Frank-Wolfe Connection and Convergence: While the authors mention a connection to the Frank-Wolfe algorithm, it needs further explanation. It is unclear how the discrete-to-continuous transition (which seems more heuristic) impacts convergence guarantees. Further elaboration on how the theoretical aspects would still hold after this discrete to continuous transition would enhance clarity.

5. Unclear Baseline Iteration Details: The paper lacks a detailed comparison of iteration counts between ROLoRA and baseline methods like LoRA* and AdaLoRA*. It is therefore uncertain whether these baselines received an equivalent level of optimization. Including these details would facilitate a more accurate assessment of relative performance.

6. Average Rank in Table 4: Table 4 indicates that ROLoRA achieves a lower average rank than sparsification-only methods like AdaLoRA, despite ROLoRA’s additional expansion steps. The reasoning behind this outcome is unclear. A more detailed explanation of how the rank pruning and expansion operations jointly lead to this effect would clarify the results.

7. Absence of Average Rank on SQuAD Datasets: The paper presents average rank results for GLUE but omits similar data for the SQuAD datasets. Providing this information would complete the evaluation, illustrating ROLoRA’s impact on question-answering tasks.

8. Scalability Testing on Larger Models: The paper’s evaluation on smaller models leaves open questions regarding scalability. Testing on larger models, such as those with 1B or 7B parameters, would confirm if ROLoRA’s efficiency extends to more substantial architectures, making the findings more broadly applicable.","Please see above.

I am curious to see how ROLoRA performs using the sparsification method from AutoLoRA (https://aclanthology.org/2024.naacl-long.282.pdf), which is built upon a similar motivation as AdaLoRA. It would be interesting to explore how this approach compares or complements the existing sparsification techniques used in this work."
GDjwSBZy6l,GDjwSBZy6l,ROLoRA: Rank Optimization  for Low-Rank Adaptation under Memory Constraints,Reject,5NELKxe66Q,ICLR.cc/2025/Conference/Submission12044/Reviewer_z1pc,The paper introduces a method called ROLoRA. ROLoRA is a novel method that efficiently discovers an effective rank configuration for low-rank adaptation while strictly adhering to a constrained computational budget during training. It outperforms standard LoRA on natural language processing tasks and is practical for resource-constrained scenarios.,">The writing is good and the paper is easy to follow.

>The method can efficiently discover an effective rank configuration for low-rank adaptation. 


>ROLoRA outperforms standard LoRA on some benchmarks under some model configurations.","> The experiments are conducted on models like RoBERTa and DeBERTa. Have any experiments been conducted on modern large language models like Llama or OPT? Including these experiments will make the method much more valuable in modern settings.

> The experimental results sometimes seem to fall behind baselines and the improvements are not that significant. For e.g., LoRA⋆ in Table 1 and AdaLoRA⋆ in Table 2.


> Any comparisons in running time and convergence speed with baselines?",See weanesses.
rcdR97P2Mp,rcdR97P2Mp,Towards continuous machine learning on periodic crystals by ultra-fast invariants,Reject,xu66KSHClG,ICLR.cc/2025/Conference/Submission11960/Reviewer_x6Eg,"This is a new method for searching crystals. Multiple databases were used for evaluation.

The authors claim large improvements from years to hours.

The paper does make some large claims. For example, in the abstract there is a free standing claim saying
""The proposed Lipschitz continuity under noise is a new essential requirement for machine learning on any
data objects that have ambiguous representations and live in continuous spaces."" This is for some types of
neural networks not for all algorithms. Correct? Please clarify by providing evidence or citations supporting the claim that this is an ""essential requirement"" for all ML on ambiguous data in continuous spaces. Alternatively, please clarify if this applies only to certain types of ML algorithms. 

The paper is written for an extremely specialized and narrowly focused domain and not for the general 
ML crowds found in ICLR.

The authors will need to add more explanations for general purpose ICLR audience. Otherwise this paper should be submitted to a Crystallography journal.

The main contribution is that the authors can  convert any PDD{h} into a fixed-size matrix,
which can be flattened into a vector for easy comparisons, while keeping the continuity and almost
all invariant data.

The authors also directly talk to the reviewers which is unexpected. For example, ""We thank all reviewers for supporting scientific integrity, now guaranteed by the proposed invariants."" or ""Thank you for reading all the proofs!"". Such claims are informal and not relevant for a publication in ICLR.","This works showcases large speedups in comparing crystalline structures.
The works extends Widdowson & Kurlin, 2022.
The paper shows and extensive amount of proofs and theorems.","The paper is not written for ML audience.
The paper is more relevant for Acta Crystallographica or similar journal.
The work is unnecessarily theoretical.  Giving the impression that there is not much novelty.

The title says ""Towards continuous machine learning .. "" but no ML example has been provided. Only similarity metrics.","It is not clear what is the theoretical vs algorithmic contribution of the work. Please explain.

It is not clear what is the difference with the paper Widdowson & Kurlin, 2022. Please explain.

It is not clear what is the underlying representation that allows for the acceleration. Please provide a detailed explanation of the data structure you use, and how it enables faster computations compared to previous methods.

It is not clear what is the relationship with other existing machine learning methods. Please explain.
For example, can you compare your method to particular ML techniques used in materials science or crystal structure analysis. Can this method be integrated with graph neural networks or other ML models used for predicting crystal properties? Such as resistance to temperature changes?"
rcdR97P2Mp,rcdR97P2Mp,Towards continuous machine learning on periodic crystals by ultra-fast invariants,Reject,xIYtnOfIdX,ICLR.cc/2025/Conference/Submission11960/Reviewer_DaqF,"The work presents a novel representation for periodic crystals that allows for efficient and effective identification of de-facto duplicates in current crystal databases. In particular the representation is Lipschitz-continuous under noise, i.e., tiny variations of crystal structures, e.g. caused by measurement noise, only yield tiny distances in representation space. The representation allows the efficient identification of duplicates or (noisy) near-duplicates in databases by pairwise comparisons in databases with in total almost two million entries, thus revealing a large number of previously unknown duplicates as well as labelling errors (same structure with different chemical composition, which is infeasible) in the databases. Last but not least, the proposed approach is able to distinguish all known counter-examples, i.e. examples indistinguishable by some previous representations.","The work presents novel representations for periodic crystals that allows for efficient and effective identification of (near-)duplicates in existing databases. Thus the work does not only yield highly relevant practical findings, but also prevents ""adversarial attacks"" via claimed-new ""discoveries"" of materials which are however de facto already known and were only possible by exploiting deficiencies of previously proposed representations.","The authors proposes a procedurally constructed representation, and ""machine learning"" in their work is limited to pairwise distance computation. In this regard, having ""machine lerning"" in the title is somewhat misleading. The contribution may be well suited also to be placed in a more application-oriented publication venue (Science?). However, it is clear that a representation (albeit engineered) with the stated properties that, furthermore, allows very fast distance computation is also highly relevant for any kind of machine learning on crystal structures, as manifested by the fact that previous works the authors build upon have appeared at NeurIPS and CVPR.

Note, I revised my score from 8 to 5 after contemplating the other Reviews and discussing with CLkj; see comment further down for details","-- In Problem 1.2, I assume (c) (2) should be symmetry, i.e., I guess d(b,c) is a typo and should be d(b,a)?

-- In 1.2. (d), lambda is not defined

-- p.2 l. 93f ""gigantic loophole"": It would be helpful to the reader if you could again cite the relevant reference (given earlier in the introduction)"
rcdR97P2Mp,rcdR97P2Mp,Towards continuous machine learning on periodic crystals by ultra-fast invariants,Reject,FxQXjJoIcY,ICLR.cc/2025/Conference/Submission11960/Reviewer_QApk,"This paper addresses identifying near duplicate crystal, using invariants computed from point distance distributions PDD. Apparently the authors found a fast method for detecting and describing near duplicate crystals, tested on retrieval experiments with several crystal databases.",The development of invariants to rapidly identify near duplicate structures is interesting.,"This paper seems to use a lot of language, assumptions references only clear to those studying crystal structures, and thus it is unclear if or how it links to the broader machine learning community. For example, ""points"" are discussed throughout the paper, it’s only in discussion where it is mentioned these points are in 3D space. There is no mention of other work using point distance distributions PDDs, e.g. distance transforms in classic computer vision, invariants such as the scale invariant feature transform SIFT used to identify near duplicate photos on a repeating pixel lattice. 

No discussion of other invariants, e.g. 3D SIFT used to characterize and detecting near duplicates based on non-repeating structures in human brain images, which would seem to work quite well in the case of redundant crystal structures, using precisely the same KD search tree structure mentioned in this work, however appear unknown to the authors, e.g.
[a] Chauvin, Laurent, et al. ""Neuroimage signature from salient keypoints is highly specific to individuals and shared by close relatives."" NeuroImage 204 (2020): 116208.","Why is there no mention of invariants from well-known work outside of work repeating crystal structures? Particularly given identical technologies used for retrieval, e.g. KD-tree search trees, using invariants derived from non-repeating structures (e.g. human body anatomy) which would appear to be a more difficult problem? If these are irrelevant, it would be good to know why."
rcdR97P2Mp,rcdR97P2Mp,Towards continuous machine learning on periodic crystals by ultra-fast invariants,Reject,Pq2D99I1Or,ICLR.cc/2025/Conference/Submission11960/Reviewer_jEka,"This paper presents a novel approach to periodic crystal representation by addressing limitations in existing methods for distinguishing unique crystalline structures. The authors propose a new invariant for periodic point sets, which is designed to improve the identification of unique crystals. This invariant provides a systematic approach to eliminating near-duplicate entries in material databases.","The paper seems to offer a substantial contribution to evaluating novelty in crystalline materials, presenting a practical and (as far as i can tell) theoretically sound method for ensuring data quality in large-scale material databases. This seems to address an important challenge in materials science research.","The relevance to ICLR is not particularly clear, as the work does not introduce a new ML method or focus on representations of ML models in the typical sense. The authors should address the relevance for iclr or machine learning in general to improve understanding by the ml community. A less technical introduction would also benefit understanding and readability. Overall, the paper may be better suited for a more specialized audience or a theory-focused computer science conference.","- Consider rephrasing or omitting the last sentence of the discussion, as it seems somewhat out of place.
- The paper is dense with technical details; consider moving some to the appendix (e.g. some examples) to allow more space for intuitive explanations and discussion.
- Invest more effort in improving the illustrations, particularly graphs. Figure 6’s text is small; consider adjusting the color scheme in Figure 1 to make it clearer and remove some of the elements to make it less crowded.
- The work may be suitable for a theory-focused ml conference, as it introduces a well-justified quality metric for material datasets rather than a new ML method.
- The language at times seems overly opinionated, with phrases like “notoriously hard problem” and “avoid such embarrassment.” These could be rephrased to maintain a more objective tone."
d8hYXbxX71,d8hYXbxX71,Policy Design in Long-run Welfare Dynamics,Accept (Poster),arOkMjMnLp,ICLR.cc/2025/Conference/Submission11925/Reviewer_DG4s,"This paper studies the behavior of Rawlsian and utilitarian policies in long-run welfare dynamics. They show that under a survival condition, Rawlsian policies are better than the idealized utilitarian approach almost surely in the long run. Under a ruin condition, a utilitarian policy will achieve better long-term social welfare. Simulation results are provided to validate the theories.",This paper is in general well-written and smooth to follow. The theoretical results are strong and the technical proofs seem to be rigorous and well-organized. The simulation results validates the theories clearly.,"The authors basically leave the survival and ruin conditions unjustified, and the simulation settings are ad-hoc. I would appreciate it if the authors could provide discussion and common example settings where the conditions hold.","- In line 195, the author motivates max-U policy with the setting where $f_i + g_i$ are increasing functions. However, this is not enough, right? Say $f_1 + g_1$ and $f_2 + g_2$ are such that $u_1 < u_2$ but  $f_1(u_1) + g_1(u_1) \\geq f_2(u_2) + g_2(u_2)  $ (although $f_1 + g_1$ and $f_2 + g_2$ themselves are increasing functions).
- In lines 218 and 219, why the max-g policy is considered a variant of Rawlsian policy?  I mean, $i=\\underset{j}{\\arg \\max }\\{g_j(U_j(t))\\} $ is still maximizing, rather than minimizing the welfare."
d8hYXbxX71,d8hYXbxX71,Policy Design in Long-run Welfare Dynamics,Accept (Poster),DRb0WHHx8T,ICLR.cc/2025/Conference/Submission11925/Reviewer_C3iz,"The paper compares the long-term social welfare resulting from two popular policy frameworks, a Rawlsian policy that focuses on the minimizing the smallest welfare loss and a utalitarian policy that focuses on maximizing immediate welfare gain. The comparison is conducted under a model on welfare decay and intervention return, assuming a survival condition and the Matthew effect. The conclusions are that 1) when the survival condition is satisfied, the Rawlsian policy achieves better long-term social welfare than the utalitarian policy; and 2) when the ruin condition is satisfied, the utalitarian policy becomes better.",The paper puts the welfare policy evaluation in a sequential decision making framework. All models and assumptions are written clearly. The theoretical results are backed with numerical experiments and mathematical proof.,"The theoretical results rely on several strong assumptions, and need more clarification.","## Major comments:

1. I am curious about whether the two essential assumptions for the theoretical results in the paper are realistic. These assumption include 1) the return and decay functions are monotone, 2) the bounds on the return and decay functions are uniform across all individuals. For assumption 1), the paper mentions that the social planner does not need knowledge of $f_i$ or $g_i$. In this case, how does the social planner know whether $f_i$ and $g_i$ are monotone in practice? For assumption 2), the ""rich-get-richer"" modeling condition also needs to be satisfied. However in reality, the rich gets richer at a much faster rate than other individuals. Is assuming the same upper bound for all indivuals realistic?

2. What is the motivation and advantage for considering max-f and max-g policies, as opposed to the max-fg policy? The paper mentions that the max-d policy only requires partial information about the interventions, which is less costly to measure compared to measuring both return and decay. However, the max-g policy still requires information about the decays, which then offsets the previously mentioned advantage.

3. As for the survival condition, how should a social planner assess whether this condition is satisfied in practice?


## Minor comments:

1. Equation (1): The definition of $\\mathcal{F}_t$ appears much later."
d8hYXbxX71,d8hYXbxX71,Policy Design in Long-run Welfare Dynamics,Accept (Poster),43GLU5pWtD,ICLR.cc/2025/Conference/Submission11925/Reviewer_Zhdw,"The paper studies sequential policy design with the goal of maximising long-term welfare. In particular the authors compare two policy classes—Rawlsian and utilitarian—and identify conditions under which each is optimal. They model the population as N agents, where each agent’s welfare naturally decays without intervention but improves with intervention. Sections 3 and 4 compare the policy classes in terms of long-term population welfare and individual welfare, respectively. Under regularity and survival conditions, the Rawlsian policy outperforms the utilitarian; however, under the ruin condition, this implication is reversed. Section 5 contains experiments with initial welfares drawn from SIPP data and the social welfare evolution supports the theory.","- The paper is well-structured and theoretically rigorous. Theorems 1 and 2 in Section 3 are particularly insightful, establishing necessary and sufficient conditions under which the Rawlsian and utilitarian policies are optimal.
- The individual welfare evolution and policy optimality for Rawlsian, utilitarian, and random policies in Section 4 is also novel, requiring new sub-martingale techniques in the proofs.
- Section 5 includes experimental results that support the theoretical finding and we see that Rawlsian policies though initially leading to a drop, are optimal for long-term social welfare.","- The modelling conditions, such as ""rich-get-richer"" and ""poor-get-poorer,"" are well-explained, but the survival condition (line 255) is difficult to interpret. Is this condition standard from Radner and Rothschild, or is it specific to your framework?
- Clarifying how common the survival condition is would help, as knowing whether the system is in a survival or ruin state is essential to determining whether a Rawlsian or utilitarian policy is optimal.","- Please address the questions above.
- A minor question: your theory seems to extend to interventions that allocate resources to more than one agent at each time step $\\sum a_i(t) = M$. Is there a reason not to include this in the main body, with \\(M=1\\) as a special case?"
d8hYXbxX71,d8hYXbxX71,Policy Design in Long-run Welfare Dynamics,Accept (Poster),ozW9j9WdY8,ICLR.cc/2025/Conference/Submission11925/Reviewer_PGAD,"In this paper, the authors study how policies can affect long-term welfare in a population. Specifically, they prove that under the survival condition, the Rawlsian policy has greater long-run utility than the utilitarian policy, and under the ruin condition, the utilitarian policy has greater long-run utility than the Rawlsian policy. They demonstrate their findings through numerical simulations.","* The paper is very well-written and easy to follow.

* The paper studies the problem of how policies can affect the long-run welfare of the population, which is important and interesting.

* The paper presents theoretical results that have clear implications. The proof is technically sound.

However, since I have no background in economics, I find it challenging to evaluate the significance of the paper's contributions or the reasonableness of its welfare model. So I choose to assign a positive rating to the paper with a low confidence score.","See the ""Questions"" part.","* In the welfare model it is assumed that everyone's welfare will decay over time without interventions. But why is this the case? In the paper [Roy Radner and Michael Rothschild, 1975], such a model is used to describe how a manager would assign his efforts to several tasks. In this circumstance, it is reasonable to have a ""decay with time"" assumption since if a task is ignored then things may get worse over time. However, I cannot see why such an assumption can be generalized to the model of welfare. Also, the ""rich-get-richer"" assumption seems at odds with the bounded $f$, $g$ assumption. I think the authors should add more explanations about the modeling choice to make the paper more accessible to readers outside the field. I also recommend the authors use real-world data or existing literature to rationalize such modeling choices. (In the current simulations only the initial state of the model is based on true data, and all other components are hand-crafted.)

* In the paper the author only considers the policy that focuses on one individual at a time. Can the authors comment on what the main technical difficulty is in considering a more general policy that forms a probability distribution on the population?

* In the paper, the authors do not touch on the problem of optimality of policies. It seems the current welfare model can be conceived as an average-reward continuous-state MDP. Since the functions $f_i$ and $g_i$ are assumed to be known, finding the optimal policy is equivalent to solving a planning problem in such an MDP, which is well-studied in the literature. Can the authors give a concise discussion about that?"
NJxCpMt0sf,NJxCpMt0sf,"Dynamic Modeling of Patients, Modalities and Tasks via Multi-modal Multi-task Mixture of Experts",Accept (Poster),kOyDROhYyp,ICLR.cc/2025/Conference/Submission11923/Reviewer_P7K2,"In this paper, the author present a new framework for training multi-modal networks, called the Multi-modal Multi-task Mixture of Experts. The framework consists of two components:
- MSoE: Modality specific mixture of experts --> for each modality, they learn a function g that applies:
 column-wise softmax (D) on X times a learnable matrix, multiplied by X, followed by row-wise softmax (C) on the output and a linear combination to compute the prediction.
- MToE: Modality shared modality task mixture of experts --> connects tasks to input modalities by learning a task embedding shared across experts.

They also propose a mutual information loss and evaluate the approach on four publicly available medical imaging datasets for breast cancer and OCT.",The framework presented is original and interesting. It outperforms existing baseline models. The authors run experiments on multiple datasets and conduct an ablation study.,"- The paper presentation requires improvement. For example, there is unnecessary use of ; and there is incorrect use of opening quotations "". The authors also repeatedly introduce the abbreviations - this should be done once.
- I found it difficult to parse through Figure 2 (Can you relate it with the textual explanation of the functions?)
- The authors only compare to a few baselines, can you incorporate more? There is a lot of literature on multimodal learning now.
- Are the performance improvements significant? Can you conduct significance testing and provide confidence intervals?
- The experiments are conducted on medical imaging datasets. How does this apply to other non-imaging modalities where modality competition may be more pronounced. For example, this could be applicable to MIMIC CXR (chest X-rays) and MIMIC EHR where downstream tasks are more dependent on the EHR modality.
- The main results section in the text should also discuss the quantitative results.
- What was your hyperparameter tuning strategy? It is unclear if these baselines have been best optimized.
- Can you also compute AUROC and AUPRC for the classification tasks? Accuracy is not sufficient.",- Can the authors discuss the scalability of the framework? What is the computational complexity?
NJxCpMt0sf,NJxCpMt0sf,"Dynamic Modeling of Patients, Modalities and Tasks via Multi-modal Multi-task Mixture of Experts",Accept (Poster),ksCn2chrig,ICLR.cc/2025/Conference/Submission11923/Reviewer_xATa,"The paper mainly addresses two challenges in clinical tasks: patient-level and task-level dynamic fusion. For the patient-level fusion, a modality-specific MoE is employed. For the task-level fusion, a modality-task MoE with conditional MI regularization between experts and modalities given tasks is adopted. The experiments using EMBED, RSNA, VinDR, and GAMMA datasets outperform existing methods in both single-task and multi-task settings.","- The paper is well-structured and easy to follow. 
- The motivation is clearly stated and convincing. 
- The experiments show promising results over many baselines both in stand-alone and add-on manners.  
- The paper adopted PID to make a fair comparison of synergy information.","- As far as I understand, there have been works leveraging the shared and specific information across modalities and should be included in discussions, see [1-3]. 
- Is there an ablation study for a reduced number of experts? How sensitive is this method when the number of experts decreases compared to other MoE methods? What is the procedure for choosing the number of experts? 
- Please discuss the computational cost compared to the baselines. 


[1]Wang, Hu, et al. ""Multi-modal learning with missing modality via shared-specific feature modelling."" Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition. 2023.

[2]Yao, Wenfang, et al. ""DrFuse: Learning Disentangled Representation for Clinical Multi-Modal Fusion with Missing Modality and Modal Inconsistency."" Proceedings of the AAAI Conference on Artificial Intelligence. Vol. 38. No. 15. 2024.

[3]Chen, Cheng, et al. ""Robust multimodal brain tumor segmentation via feature disentanglement and gated fusion."" Medical Image Computing and Computer Assisted Intervention–MICCAI 2019: 22nd International Conference, Shenzhen, China, October 13–17, 2019, Proceedings, Part III 22. Springer International Publishing, 2019.","- Are there any ablation studies on datasets other than EMBED?
- Are there any theoretical explanations on why the method mitigates gradient conflict?
- Is there any clinical interpretation of the results in Figure 5? For example, the difference in modality contribution across different tasks."
NJxCpMt0sf,NJxCpMt0sf,"Dynamic Modeling of Patients, Modalities and Tasks via Multi-modal Multi-task Mixture of Experts",Accept (Poster),beQvBiay8T,ICLR.cc/2025/Conference/Submission11923/Reviewer_dm8E,"This paper proposes a multi-modal, multi-task, mixture of experts for various medical diagnoses to address the challenges of sample-dynamic modality fusion (and modality-task dependence (selecting the right modalities for a task). Concretely, this is done by using a combination of modality-specific experts and experts shared between modalities and tasks. M4OE shows promising initial results in terms of both absolute performance and enforcing modality utilization.

Based on the weaknesses and questions outlined my score indicates a rejection for now, but I generally like the motivation of the paper, especially the aspect on modality utilization. I am willing to increase my score if my concerns are addressed and questions clarified.","- The M4OE is highly effective at enforcing modality utilization - this is a meaningful contribution that many multimodal models suffer from, although I do have some questions about this.
- The overall performance of the model is outperforming the baseline, even if the results are missing crucial information to validate the statistical significance of the results.
- Strong visuals that are additive to the understanding of the paper.
- Good conceptual motivation of the paper, although I believe that the motivation would further benefit from some concrete examples of sample dynamism and clinical examples of tasks that are modality-dependent.","- Abstract: the one-liner for sample-dynamic modality fusion is unclear as the specific and shared information always varies per sample unless they are identical. To my knowledge, sample-dynamic spans a much wider field of problems like missingness, robustness to noise, which the manuscript does not consider.
- Abstract: “Results demonstrate superiority over state-of-the-art methods” is extremely vague. Along which metric?
- You claim an expansive space by saying that the method is “multi-modal multi-task”, but your experiments only look at multi-view settings of a single modality (images). I would encourage you to narrow the scope/claim of the paper as the paper does not consider heterogeneous modalities (images, text, tabular, etc.).
- Experimental setup: I would encourage you to provide more detail in this section to aid reproducibility. For example, it is unclear whether cross-validation is used. No confidence intervals or standard deviation of results are reported to judge the statistical significance of the results. Additionally, no code was provided in the supplementary materials that would help with the clarification of the experimental setup.
- Literature: missing out on the largest corpus of literature (intermediate fusion), which many latent variable models for multimodal fusion fall under, many of which are using a mix of modality-specific and shared spaces.","- How do you determine which expert sees which task? The connection between Figure 1 and the method section is not very clear.
- The manuscript talks a lot about sample adaptivity, but how does your experimental setup show that the model handles sample adaptivity effectively? Which aspects of sample adaptivity?
- Figure 3c suggests that the modality utilization is forced towards the same mean in your method. What about cases where modality dominance/competition is good? For example, if I have one very noisy modality, wouldn’t it be desirable to have the modality that contains all the signal to get all the model’s attention? Isn’t this graph showing that we enforce equal utilisation of all modalities regardless of the signal? Additionally, does this finding not contradict your claim in Figure 1, which is that only some experts are used (as opposed to all experts with a more balanced contribution)."
